run,max_correlation,lag
1,90.83400684485257,2
2,128.36157040540144,1
3,129.07378280221755,1
4,93.10755276990618,-1
5,99.37576583148223,2
6,125.79820320579192,1
7,81.46071428250869,4
8,118.34559345797511,1
9,128.75450991175776,1
10,127.93214921137123,1
